LINE, REF, QTY, EPCCS TYP,EPCCS PN,MFG@PN, DESCRIPTION, NOTES, COST EA, LINE COST,BIN
,,,,,,OneShot Plugs,,,TOTAL,
,,,,,,2/15/19 (15214^2),,,=SUM(J5:J100),
,,,,,,,,,,
1,,1,J-HDR3.5mm,PT1.5&4-PVH-3.5,PHOENIX_CONTACT@1984031,CONN PLUG STRIP 4POS 3.5MM,(4),0.86,=C5*I5,SHLD
,,,,,,,,,,
,,,,,,NOTES,,,,
,,,,,,(1) Alternate part with same or better rating allowed,,,,
,,,,,,(2) for x in (2 4 6 8): header "PST 1.0/x-3.5" mates with Plug "PT 1.5/x-PVH-3.5",,,,
,,,,,,(4) Do not solder on circuit board,,,,
